BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,"blob2_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58341062,0.519999938,1617228,3.83E+07,caice_voc_g48,848,C8H24O4Si4,16,296,993,,,992.7272727
2,,C14,,TRUE,0,38.08340876,0.939999887,1617271,1.75E+07,-,-1,-,-1,-1,,,,1400
3,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75007823,0.659999921,1395404,3.47E+07,caice_voc_g48,948,C6H18O3Si3,17,222,828,,,828.3333333
4,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.25007733,0.539999935,1430997,1.86E+07,caice_voc_g48,941,C8H24O4Si4,21,296,985,,,985.4545455
5,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.00007652,0.57999993,1379613,2.50E+07,caice_voc_g48,972,C10H30O5Si5,18,370,1149,,,1148.93617
6,,"blob428_g48_Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",,FALSE,0,35.33340909,0.539999935,1290582,1.27E+07,caice_voc_g48,501,C14H44O6Si7,280,504,,,,1420.002716
7,,C12,,TRUE,0,31.00007628,0.839999899,1276675,9587320,-,-1,-,-1,-1,,,,1200
8,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.16674101,3.399999592,993192,1.44E+07,caice_voc_g48,974,C15H20O2,20,232,1694,,,1697.058824
9,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.33340981,2.139999743,986620,1.57E+07,caice_voc_g48,978,C10H20O,19,156,1157,,,1157.446809
10,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.25007541,1.039999875,831354,5927877,caice_voc_g48,738,C12H24,86,168,,,,1509.099874
11,,C16,,TRUE,0,44.41674134,0.99999988,727085,4839078,-,-1,-,-1,-1,,,,1600
12,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.16674221,0.899999892,661281,4864390,caice_voc_g48,731,C19H40,62,268,1745,,,1750.010185
13,,blob16_g48_1-Dodecene,,FALSE,0,30.91674296,0.959999885,649632,4327400,caice_voc_g48,960,C12H24,29,168,1198,,,1197.87234
14,,blob567_g48_1-Iodo-2-methylundecane,,FALSE,0,36.50007562,0.879999894,618987,5891098,caice_voc_g48,722,C12H25I,232,296,,,,1630.007469
15,,blob318_g48_1-Hexadecanol,,FALSE,0,38.00007544,1.059999873,587974,3640071,caice_voc_g48,737,C16H34O,172,242,,,,1899.547769
16,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66674131,1.139999863,495845,4193340,caice_voc_g48,967,C16H32O,27,240,1609,,,1608.823529
17,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,42.91674152,0.959999885,504209,4796083,caice_voc_g48,971,C16H34,22,226,1554,,,1551.351351
18,,"blob25_g48_Cycloheptasiloxane, tetradecamethyl-",,FALSE,0,41.0834084,0.559999933,423194,2994649,caice_voc_g48,697,C14H42O7Si7,38,518,1492,,,1553.569699
19,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.75007487,0.959999885,388862,1616907,caice_voc_g48,803,C20H42,45,282,1532,,,1545.945946
20,,"blob19_g48_Pentadecane, 3-methyl-",,FALSE,0,43.50007478,0.979999882,323863,2556011,caice_voc_g48,964,C16H34,30,226,1573,,,1570.27027
26,,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,,FALSE,0,26.66674347,1.539999815,251972,1652463,caice_voc_g48,962,-,1,0,1090,,,1090
65,,blob21_g48_1-Undecene,,FALSE,0,27.00007676,0.91999989,249610,1630579,caice_voc_g48,951,C11H22,34,154,1098,,,1098
70,,blob20_g48_1-Decene,,FALSE,0,22.75007727,0.859999897,239665,2358083,caice_voc_g48,946,C10H20,32,140,996,,,996.3636364
73,,C11,,TRUE,0,27.08341008,0.779999906,239113,1291805,-,-1,-,-1,-1,,,,1100
74,,"blob77_g48_Tetrasiloxane, decamethyl-",,FALSE,0,25.58341026,0.49999994,219639,935986,caice_voc_g48,962,C10H30O3Si4,52,310,1064,,,1064
75,,C13,,TRUE,0,34.66674251,0.859999897,204464,730757,-,-1,-,-1,-1,,,,1300
76,,blob24_g48_2-Decen-1-ol,,FALSE,0,33.16674269,2.119999746,165475,1107833,caice_voc_g48,948,C10H20O,36,156,1259,,,1259.090909
77,,C10,,TRUE,0,22.91674392,0.719999914,179069,852387,-,-1,-,-1,-1,,,,1000
78,,blob32_g48_Cetene,,FALSE,0,44.33340801,1.139999863,165196,991159,caice_voc_g48,932,C16H32,41,224,1597,,,1597.297297
79,,"blob93_g48_1,1,1,3,5,5,7,7,7-Nonamethyl-3-(trimethylsiloxy)tetrasiloxane",,FALSE,0,32.25007613,0.519999938,136566,393796,caice_voc_g48,931,C12H36O4Si5,79,384,1234,,,1234.090909
80,,C15,,TRUE,0,41.33340837,0.959999885,117023,782604,-,-1,-,-1,-1,,,,1500
81,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.33340957,0.979999882,116245,454131,caice_voc_g48,933,C12H24,90,168,1209,,,1209.090909
82,,C17,,TRUE,0,47.25007433,1.039999875,110051,940796,-,-1,-,-1,-1,,,,1700
83,,"blob31_g48_2-Octen-1-ol, (E)-",,FALSE,0,25.16674365,2.159999741,101987,1050132,caice_voc_g48,931,C8H16O,37,128,1054,,,1054
84,,"blob145_g48_2-Mercapto-4,6-dimethylnicotinonitrile, TBDMS derivative",,FALSE,0,17.5000779,0.479999942,117118,509199,caice_voc_g48,931,C14H22N2SSi,98,278,883,,,883.3333333
85,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.75007619,0.99999988,98890,384235,caice_voc_g48,917,C12H24,90,168,1209,,,1220.454545
92,,"blob87_g48_Phthalic acid, ethyl hex-2-yn-4-yl ester",,FALSE,0,47.41674098,2.319999722,77906,2001013,caice_voc_g48,932,C16H18O4,33,274,1703,,,1705.882353
95,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.25007493,0.939999887,89587,640872,caice_voc_g48,865,C20H42,45,282,1532,,,1529.72973
96,,"blob85_g48_Cyclopropane, nonyl-",,FALSE,0,34.58340918,0.99999988,90822,442584,caice_voc_g48,931,C12H24,69,168,1298,,,1297.727273
104,,blob318_g48_1-Hexadecanol,,FALSE,0,40.0000752,1.139999863,83883,406893,caice_voc_g48,797,C16H34O,172,242,,,,1785.705063
115,,"blob30_g48_Octane, 2,2,6-trimethyl-",,FALSE,0,21.16674413,0.639999923,82115,392930,caice_voc_g48,949,C11H24,43,156,962,,,961.8181818
116,,blob82_g48_cis-2-Nonene,,FALSE,0,18.08341116,0.839999899,80382,697011,caice_voc_g48,937,C9H18,44,126,897,,,895
117,,"blob83_g48_Tetradecane, 4-ethyl-",,FALSE,0,42.5000749,0.939999887,82572,393472,caice_voc_g48,929,C16H34,47,226,1538,,,1537.837838
119,,"blob29_g48_Phenol, 3,5-bis(1,1-dimethylethyl)-",,FALSE,0,44.75007463,3.359999597,67592,1612967,caice_voc_g48,932,C14H22O,31,206,1611,,,1611.764706
124,,"blob184_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.5000773,1.299999844,66528,787163,caice_voc_g48,905,C8H24O4Si4,83,296,991,,,990.9090909
126,,"blob165_g48_2-Propenoic acid, tridecyl ester",,FALSE,0,48.25007421,2.119999746,63103,782468,caice_voc_g48,901,C16H30O2,71,254,1733,,,1735.294118
130,,"blob36_g48_2,2,7,7-Tetramethyloctane",,FALSE,0,23.9167438,0.639999923,71654,348703,caice_voc_g48,953,C12H26,42,170,1024,,,1024
131,,C9,,TRUE,0,18.33341113,0.679999918,68544,340068,-,-1,-,-1,-1,,,,900
133,,"blob137_g48_ethanone, 2,2-dichloro-2-fluoro-1-phenyl-",,FALSE,0,24.16674377,2.979999642,57586,1103744,caice_voc_g48,971,C8H5Cl2FO,40,206,1030,,,1030
134,,blob139_g48_Acetophenone_CAICE_vocstand_incomplete,,FALSE,0,28.83340987,2.299999724,56457,1002007,caice_voc_g48,916,-,3,0,1145,,,1144.680851
135,,blob150_g48_1-Octene,,FALSE,0,37.83340879,1.039999875,63485,316082,caice_voc_g48,720,C8H16,84,112,,,,1870.012901
137,,C18,,TRUE,0,50.08340732,1.07999987,61406,641261,-,-1,-,-1,-1,,,,1800
139,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,47.25007433,1.199999856,58082,528939,caice_voc_g48,905,C20H40,58,280,1697,,,1700
140,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,FALSE,0,19.50007766,3.859999537,52052,1188507,caice_voc_g48,949,-,2,0,925,,,925.4545455
141,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,41.25007505,1.099999868,57795,308051,caice_voc_g48,844,C11H22,135,154,1532,,,1517.856566
143,,blob318_g48_1-Hexadecanol,,FALSE,0,37.83340879,1.979999762,50289,417815,caice_voc_g48,494,C16H34O,172,242,,,,1870.012901
144,,blob88_g48_2-Ethyl-1-hexanol,,FALSE,0,26.58341014,4.319999482,48164,778871,caice_voc_g48,913,C8H18O,39,130,1088,,,1088
145,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.33341101,2.699999676,47718,525850,caice_voc_g48,949,C8H10,49,106,922,,,921.8181818
148,,"blob34_g48_Hexasiloxane, tetradecamethyl-",,FALSE,0,38.08340876,0.559999933,56497,264517,caice_voc_g48,904,C14H42O5Si6,48,458,1400,,,1400
149,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,53.00007364,3.379999594,46561,853814,caice_voc_g48,877,-,5,0,,,,
150,,"blob133_g48_Sulfurous acid, hexyl tetradecyl ester",,FALSE,0,48.75007415,1.039999875,52190,465799,caice_voc_g48,916,C20H42O3S,63,362,1752,,,1752.941176
152,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,51.58340714,2.719999674,46080,796876,caice_voc_g48,800,C20H40,58,280,1697,,,
153,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,53.16674029,1.219999854,48070,710592,caice_voc_g48,872,C12H25I,138,296,,,,
154,,blob168_g48_Limonene_CAICE_vocstand_incomplete,,TRUE,0,24.75007703,1.539999815,46666,421523,caice_voc_g48,886,-,6,0,1044,,,1044
155,,"blob172_g48_1,4-Dioxin, 2,3-dihydro-5,6-dimethyl-",,FALSE,0,15.83341143,3.099999628,42637,786550,caice_voc_g48,920,C6H10O2,55,114,850,,,850
156,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,48.50007418,1.039999875,46729,564078,caice_voc_g48,876,C19H40,62,268,1745,,,1744.117647
160,,"blob143_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,41.75007499,0.91999989,44700,452615,caice_voc_g48,863,C19H40,51,268,1516,,,1513.513514
162,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,36.083409,0.859999897,45905,265370,caice_voc_g48,785,C21H44,208,296,,,,1555.005771
165,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,42.33340825,3.619999566,36718,509889,caice_voc_g48,891,C11H22,135,154,1532,,,1532.432432
166,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,35.91674236,0.839999899,42754,164304,caice_voc_g48,794,C21H44,208,296,,,,1525.005092
167,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,50.50007394,1.239999851,39924,427918,caice_voc_g48,899,C12H24,86,168,,,,
168,,blob150_g48_1-Octene,,FALSE,0,13.16674509,0.779999906,38285,251852,caice_voc_g48,887,C8H16,84,112,,,,
171,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.83340867,1.07999987,39552,239271,caice_voc_g48,755,C12H24,86,168,,,,1890.949431
172,,"blob153_g48_1,10-Dicyanodecane",,FALSE,0,29.66674311,3.459999585,33701,349188,caice_voc_g48,920,C12H20N2,68,192,1166,,,1165.957447
185,,"blob161_g48_2,5-Cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-ethylidene-",,FALSE,0,47.33340765,2.839999659,28939,598054,caice_voc_g48,891,C16H24O,54,232,1700,,,1702.941176
187,,blob378_g48_Dodecanal,,FALSE,0,40.16674185,2.139999743,29722,244153,caice_voc_g48,805,C12H24O,163,184,,,,1749.99193
189,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,41.16674173,0.899999892,32446,285712,caice_voc_g48,836,C12H25I,138,296,,,,1535.713133
192,,"blob366_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,47.66674095,1.259999849,29571,422993,caice_voc_g48,831,C17H37N,148,255,,,,1714.705882
193,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,12.25007853,0.799999904,28103,594410,caice_voc_g48,855,C6H18O3Si3,120,222,,,,
196,,C8,,TRUE,0,13.33341173,0.639999923,29066,169654,-,-1,-,-1,-1,,,,800
197,,"blob329_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,28.9167432,1.259999849,29037,288021,caice_voc_g48,858,C10H30O5Si5,335,370,1160,,,1146.808511
199,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,40.16674185,0.859999897,28633,309740,caice_voc_g48,837,C12H25I,138,296,,,,1749.99193
201,,"blob329_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.41674314,0.539999935,31705,112650,caice_voc_g48,861,C10H30O5Si5,335,370,1160,,,1159.574468
206,,"blob185_g48_1H-Tetrazole, 1-methyl-",,FALSE,0,15.91674476,4.259999489,23117,467760,caice_voc_g48,891,C2H4N4,64,84,852,,,851.6666667
207,,"blob189_g48_Heptadecane, 2,3-dimethyl-",,FALSE,0,49.25007409,1.059999873,26094,411258,caice_voc_g48,886,C19H40,82,268,1773,,,1770.588235
208,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,FALSE,0,50.000074,1.219999854,25031,325946,caice_voc_g48,838,C21H38O4,149,354,1797,,,1797.058824
212,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,35.33340909,0.839999899,25140,296132,caice_voc_g48,683,C12H25I,138,296,,,,1420.002716
216,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,12.91674512,2.619999686,20721,421380,caice_voc_g48,915,C7H8,77,92,,,,
217,,"blob194_g48_1,4-Undecadiene, (E)-",,FALSE,0,28.66674323,1.239999851,23775,109341,caice_voc_g48,888,C11H20,145,152,1140,,,1140.425532
218,,blob164_g48_1-Iodo-2-methylundecane,,FALSE,0,42.08340828,0.939999887,23416,120202,caice_voc_g48,911,C12H25I,124,296,1524,,,1524.324324
219,,"blob310_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,38.08340876,1.179999858,17663,236703,caice_voc_g48,839,C13H28,159,184,1413,,,1400
220,,"blob134_g48_Heptane, 5-ethyl-2,2,3-trimethyl-",,FALSE,0,25.41674362,0.699999916,21882,194692,caice_voc_g48,919,C12H26,57,170,1060,,,1060
222,,"blob244_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,30.50007634,2.119999746,20389,149911,caice_voc_g48,894,C7H8,152,92,1187,,,1187.234043
223,,"blob170_g48_Cyclopentane, undecyl-",,FALSE,0,46.33340777,1.239999851,20155,260525,caice_voc_g48,893,C16H32,93,224,1666,,,1667.647059
224,,blob177_g48_1-Iodo-2-methylundecane,,FALSE,0,41.58340834,0.91999989,21615,123423,caice_voc_g48,866,C12H25I,114,296,1508,,,1508.108108
225,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,50.33340729,0.99999988,20274,171611,caice_voc_g48,879,C21H44,208,296,,,,
226,,"blob653_g48_Pentadecanoic acid, 14-methyl-, methyl ester",,FALSE,0,55.75007331,2.639999683,18229,325518,caice_voc_g48,754,C17H34O2,221,270,,,,
227,,"blob615_g48_Acetic acid, [(1,1-dimethylethyl)thio]-",,FALSE,0,21.75007739,1.41999983,18586,132960,caice_voc_g48,770,C6H12O2S,379,148,975,,,974.5454545
228,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.58341158,1.119999866,17911,334129,caice_voc_g48,883,C6H18O3Si3,120,222,,,,825
229,,blob199_g48_3-Amino-5-t-butylisoxazole,,FALSE,0,34.00007592,2.41999971,18318,150886,caice_voc_g48,879,C7H12N2O,117,140,1282,,,1281.818182
230,,"blob201_g48_Cyclohexane, undecyl-",,FALSE,0,49.33340741,1.319999842,19196,358208,caice_voc_g48,890,C17H34,103,238,1773,,,1773.529412
232,,"blob183_g48_Hexanal, 5-methyl-",,FALSE,0,20.58341086,2.239999731,17593,256398,caice_voc_g48,903,C7H14O,73,114,951,,,949.0909091
233,,"blob226_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,45.83340783,0.939999887,19251,291116,caice_voc_g48,893,C19H40,97,268,1649,,,1650
235,,"blob196_g48_5-Undecene, 3-methyl-, (E)-",,FALSE,0,44.16674137,1.139999863,18510,157392,caice_voc_g48,918,C12H24,116,168,1592,,,1591.891892
236,,blob192_g48_1-Iodo-2-methylundecane,,FALSE,0,48.00007424,0.99999988,18159,318522,caice_voc_g48,870,C12H25I,85,296,1724,,,1726.470588
237,,"blob193_g48_Undecane, 3-methyl-",,FALSE,0,29.91674308,0.799999904,19039,79534,caice_voc_g48,889,C12H26,143,170,1172,,,1172.340426
